Name,Codename,Cores,Clock,Socket,Process,L3_Cache,TDP,Release
Ryzen 3 5300G,Cezanne,4.0,4.0,Socket AM4,7.0,8MB,65.0,2021-04-13
Ryzen 3 5300U,Lucienne,4.0,2.6,Socket FP6,7.0,4MB,15.0,2021-01-12
Ryzen 3 5400U,Cezanne-U,4.0,2.6,Socket FP6,7.0,8MB,15.0,2021-01-12
Ryzen 3 PRO 5350G,Cezanne,4.0,4.0,Socket AM4,7.0,8MB,65.0,
Ryzen 3 PRO 5350GE,Cezanne,4.0,3.6,Socket AM4,7.0,8MB,35.0,
Ryzen 3 PRO 5450U,Cezanne-U,4.0,2.6,Socket FP6,7.0,8MB,15.0,2021-03-16
Core i3-10105,Comet Lake-R,4.0,3.7,Socket 1200,14.0,6MB,65.0,2021-03-16
Core i3-10105F,Comet Lake-R,4.0,3.7,Socket 1200,14.0,6MB,65.0,2021-03-16
Core i3-10105T,Comet Lake-R,4.0,3.0,Socket 1200,14.0,6MB,35.0,2021-03-16
Core i3-10305,Comet Lake-R,4.0,3.8,Socket 1200,14.0,8MB,65.0,2021-03-16
Core i3-10305T,Comet Lake-R,4.0,3.0,Socket 1200,14.0,8MB,35.0,2021-03-16
Core i3-10325,Comet Lake-R,4.0,3.9,Socket 1200,14.0,8MB,65.0,2021-03-16
Core i5-11300H,Tiger Lake-H,4.0,2.6,BGA 1449,10.0,8MB,28.0,2021-01-11
Core i5-11320H,Tiger Lake-H,4.0,2.5,BGA 1449,10.0,8MB,28.0,
Core i5-1155G7,Tiger Lake-U,4.0,2.5,BGA 1449,10.0,8MB,28.0,
Core i7-11370H,Tiger Lake-H,4.0,3.0,BGA 1449,10.0,12MB,28.0,2021-01-11
Core i7-11375H,Tiger Lake-H,4.0,3.0,BGA 1449,10.0,12MB,28.0,2021-01-11
Core i7-11390H,Tiger Lake-H,4.0,2.9,BGA 1449,10.0,12MB,28.0,
Core i7-1195G7,Tiger Lake-U,4.0,2.9,BGA 1449,10.0,12MB,28.0,
Xeon E-2314,Rocket Lake-E,4.0,2.8,Socket 1200,14.0,8MB,65.0,2021-09-08
Xeon E-2324G,Rocket Lake-E,4.0,3.1,Socket 1200,14.0,8MB,65.0,2021-09-08
Xeon E-2334,Rocket Lake-E,4.0,3.4,Socket 1200,14.0,8MB,65.0,2021-09-08
Xeon E-2374G,Rocket Lake-E,4.0,3.7,Socket 1200,14.0,8MB,80.0,2021-09-08
Ryzen 5 5500U,Lucienne,6.0,2.1,Socket FP6,7.0,8MB,15.0,2021-01-12
Ryzen 5 5600G,Cezanne,6.0,3.9,Socket AM4,7.0,16MB,65.0,2021-04-13
Ryzen 5 5600U,Cezanne-U,6.0,2.3,Socket FP6,7.0,16MB,15.0,2021-01-12
Ryzen 5 PRO 5650G,Cezanne,6.0,3.9,Socket AM4,7.0,16MB,65.0,
Ryzen 5 PRO 5650GE,Cezanne,6.0,3.4,Socket AM4,7.0,16MB,35.0,
Ryzen 5 PRO 5650U,Cezanne-U,6.0,2.3,Socket FP6,7.0,16MB,15.0,2021-03-16
Core i5-11260H,Tiger Lake-H,6.0,2.1,BGA 1787,10.0,12MB,35.0,2021-05-11
Core i5-11400,Rocket Lake,6.0,2.6,Socket 1200,14.0,12MB,65.0,2021-03-16
Core i5-11400F,Rocket Lake,6.0,2.6,Socket 1200,14.0,12MB,65.0,2021-03-16
Core i5-11400H,Tiger Lake-H,6.0,2.2,BGA 1787,10.0,12MB,35.0,2021-05-11
Core i5-11400T,Rocket Lake,6.0,1.3,Socket 1200,14.0,12MB,35.0,2021-03-16
Core i5-11500,Rocket Lake,6.0,2.7,Socket 1200,14.0,12MB,65.0,2021-03-16
Core i5-11500H,Tiger Lake-H,6.0,2.4,BGA 1787,10.0,12MB,35.0,2021-05-11
Core i5-11500T,Rocket Lake,6.0,1.5,Socket 1200,14.0,12MB,35.0,2021-03-16
Core i5-11600,Rocket Lake,6.0,2.8,Socket 1200,14.0,12MB,65.0,2021-03-16
Core i5-11600K,Rocket Lake,6.0,3.9,Socket 1200,14.0,12MB,125.0,2021-03-16
Core i5-11600KF,Rocket Lake,6.0,3.9,Socket 1200,14.0,12MB,125.0,2021-03-16
Core i5-11600T,Rocket Lake,6.0,1.7,Socket 1200,14.0,12MB,35.0,2021-03-16
Core i7-11600H,Tiger Lake-H,6.0,2.5,BGA 1787,10.0,18MB,35.0,2021-05-11
Xeon E-2336,Rocket Lake-E,6.0,2.9,Socket 1200,14.0,12MB,65.0,2021-09-08
Xeon E-2356G,Rocket Lake-E,6.0,3.2,Socket 1200,14.0,12MB,80.0,2021-09-08
Xeon E-2386G,Rocket Lake-E,6.0,3.5,Socket 1200,14.0,12MB,95.0,2021-09-08
Xeon W-11855M,Tiger Lake-H,6.0,3.2,BGA 1787,10.0,18MB,35.0,2021-05-11
EPYC 72F3,Milan,8.0,3.7,Socket SP3,7.0,256MB,180.0,2021-03-15
Ryzen 7 5700G,Cezanne,8.0,3.8,Socket AM4,7.0,16MB,65.0,2021-04-13
Ryzen 7 5700U,Lucienne,8.0,1.8,Socket FP6,7.0,8MB,15.0,2021-01-12
Ryzen 7 5800,Vermeer,8.0,3.4,Socket AM4,7.0,32MB,65.0,2021-01-12
Ryzen 7 5800G,Cezanne,8.0,3.8,Socket AM4,7.0,16MB,65.0,
Ryzen 7 5800H,Cezanne,8.0,3.2,Socket FP6,7.0,16MB,45.0,2021-01-12
Ryzen 7 5800HS,Cezanne,8.0,2.8,Socket FP6,7.0,16MB,35.0,2021-01-12
Ryzen 7 5800U,Cezanne-U,8.0,1.9,Socket FP6,7.0,16MB,15.0,2021-01-12
Ryzen 7 PRO 5750G,Cezanne,8.0,3.8,Socket AM4,7.0,16MB,65.0,
Ryzen 7 PRO 5750GE,Cezanne,8.0,3.2,Socket AM4,7.0,16MB,35.0,
Ryzen 7 PRO 5850U,Cezanne-U,8.0,1.9,Socket FP6,7.0,16MB,15.0,2021-03-16
Ryzen 9 5900HX,Cezanne,8.0,3.3,Socket FP6,7.0,16MB,45.0,2021-01-12
Ryzen 9 5980HS,Cezanne,8.0,3.0,Socket FP6,7.0,16MB,35.0,2021-01-12
Core i7-11700,Rocket Lake,8.0,2.5,Socket 1200,14.0,16MB,65.0,2021-03-16
Core i7-11700F,Rocket Lake,8.0,2.5,Socket 1200,14.0,16MB,65.0,2021-03-16
Core i7-11700K,Rocket Lake,8.0,3.6,Socket 1200,14.0,16MB,125.0,2021-03-16
Core i7-11700KF,Rocket Lake,8.0,3.6,Socket 1200,14.0,16MB,125.0,2021-03-16
Core i7-11700T,Rocket Lake,8.0,1.4,Socket 1200,14.0,16MB,35.0,2021-03-16
Core i7-11800H,Tiger Lake-H,8.0,1.9,BGA 1787,10.0,24MB,35.0,2021-05-11
Core i7-11850H,Tiger Lake-H,8.0,2.1,BGA 1787,10.0,24MB,35.0,2021-05-11
Core i9-11900,Rocket Lake,8.0,2.5,Socket 1200,14.0,16MB,65.0,2021-03-16
Core i9-11900F,Rocket Lake,8.0,2.5,Socket 1200,14.0,16MB,65.0,2021-03-16
Core i9-11900H,Tiger Lake-H,8.0,2.1,BGA 1787,10.0,24MB,35.0,2021-05-11
Core i9-11900K,Rocket Lake,8.0,3.5,Socket 1200,14.0,16MB,125.0,2021-03-16
Core i9-11900KB,Tiger Lake-H,8.0,3.3,BGA 1787,10.0,24MB,65.0,
Core i9-11900KF,Rocket Lake,8.0,3.5,Socket 1200,14.0,16MB,125.0,2021-03-16
Core i9-11900T,Rocket Lake,8.0,1.5,Socket 1200,14.0,16MB,35.0,2021-03-16
Core i9-11950H,Tiger Lake-H,8.0,2.1,BGA 1787,10.0,24MB,35.0,2021-05-11
Core i9-11980HK,Tiger Lake-H,8.0,2.6,BGA 1787,10.0,24MB,45.0,2021-05-11
Xeon E-2378,Rocket Lake-E,8.0,2.6,Socket 1200,14.0,16MB,65.0,2021-09-08
Xeon E-2378G,Rocket Lake-E,8.0,2.8,Socket 1200,14.0,16MB,80.0,2021-09-08
Xeon E-2388G,Rocket Lake-E,8.0,3.2,Socket 1200,14.0,16MB,95.0,2021-09-08
Xeon Gold 5315Y,Ice Lake-SP,8.0,3.2,Socket 4189,10.0,12MB,140.0,2021-04-06
Xeon Gold 6334,Ice Lake-SP,8.0,3.6,Socket 4189,10.0,18MB,165.0,2021-04-06
Xeon Platinum 8356H,Cooper Lake-SP,8.0,3.9,Socket 4189,14.0,35.75MB,190.0,2021-04-06
Xeon Silver 4309Y,Ice Lake-SP,8.0,2.8,Socket 4189,10.0,12MB,105.0,2021-04-06
Xeon W-11955M,Tiger Lake-H,8.0,2.1,BGA 1499,10.0,24MB,35.0,2021-05-11
Core 2 Extreme QX6700,Kentsfield,4.0,2.666,Socket 775,65.0,,130.0,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 64 3200+,Lima,1.0,2000.0,Socket AM2,65.0,,45.0,2007-02-20
Athlon 64 3500+,Windsor,1.0,2.2,Socket AM2,90.0,,62.0,2007-02-20
Athlon 64 3500+,Lima,1.0,2.2,Socket AM2,65.0,,45.0,2007-02-20
Athlon 64 3500+ (F3),Orleans,1.0,2.2,Socket AM2,90.0,,59.0,2007-02-20
Athlon 64 3500+ EE,Orleans,1.0,2.2,Socket AM2,90.0,,35.0,2007-02-20
Athlon 64 3800+,Windsor,1.0,2.4,Socket AM2,90.0,,62.0,2007-02-20
Athlon 64 3800+,Lima,1.0,2.4,Socket AM2,65.0,,45.0,2007-02-20
Athlon 64 3800+ (F3),Orleans,1.0,2.4,Socket AM2,90.0,,59.0,2007-02-20
Athlon 64 4000+,Windsor,1.0,2.6,Socket AM2,90.0,,62.0,2007-02-20
Athlon 64 4000+ (F3),Orleans,1.0,2.6,Socket AM2,90.0,,59.0,2007-02-20
Athlon 64 LE-1600,Orleans,1.0,2.2,Socket AM2,90.0,,45.0,2007-10-08
Athlon 64 LE-1600,Windsor,1.0,2.2,Socket AM2,90.0,,45.0,2007-10-08
Athlon 64 LE-1620,Orleans,1.0,2.4,Socket AM2,90.0,,45.0,2007-10-08
Athlon 64 LE-1620,Windsor,1.0,2.4,Socket AM2,90.0,,45.0,2007-10-08
Athlon 64 LE-1640,Windsor,1.0,2.6,Socket AM2,90.0,,45.0,2007-10-08
Sempron LE-1100,Sparta,1.0,1900.0,Socket AM2,65.0,,45.0,
Sempron LE-1150,Sparta,1.0,2000.0,Socket AM2,65.0,,45.0,
Sempron LE-1200,Sparta,1.0,2.1,Socket AM2,65.0,,45.0,
Sempron LE-1250,Sparta,1.0,2.2,Socket AM2,65.0,,45.0,2007-10-08
Sempron LE-1300,Sparta,1.0,2.3,Socket AM2,65.0,,45.0,2007-10-08
A100,Stealey,1.0,600.0,BGA 437,90.0,,3.0,
A110,Stealey,1.0,800.0,BGA 437,90.0,,3.0,
Celeron 220,Conroe-L,1.0,1200.0,Socket 479,65.0,,19.0,
Celeron 420,Conroe-L,1.0,1600.0,Socket 775,65.0,,35.0,
Celeron 430,Conroe-L,1.0,1800.0,Socket 775,65.0,,35.0,
Celeron 440,Conroe-L,1.0,2000.0,Socket 775,65.0,,35.0,
Core 2 Solo ULV U2100,Merom-L,1.0,1067.0,BGA 956,65.0,,5.0,
Core 2 Solo ULV U2200,Merom-L,1.0,1200.0,BGA 956,65.0,,5.0,
No CPUs found. Please change your search criteria.,,,,,,,,
Atom x7211E,,,,,,,,
Atom x7213E,,,,,,,,
Processor N50,,,,,,,,
Ryzen 3 7330U,,,,,,,,
Ryzen 3 7335U,,,,,,,,
Atom x7425E,,,,,,,,
Core i3-13100,,,,,,,,
Core i3-13100F,,,,,,,,
Core i3-13100T,,,,,,,,
Processor N100,,,,,,,,
Processor N200,,,,,,,,
Processor N97,,,,,,,,
Ryzen 5 7530U,,,,,,,,
Ryzen 5 7535HS,,,,,,,,
Ryzen 5 7535U,,,,,,,,
Ryzen 5 7600,,,,,,,,
Ryzen 5 7640HS,,,,,,,,
Ryzen 5 7645HX,,,,,,,,
Ryzen 7 7700,,,,,,,,
Ryzen 7 7730U,,,,,,,,
Ryzen 7 7735HS,,,,,,,,
Ryzen 7 7735U,,,,,,,,
Ryzen 7 7745HX,,,,,,,,
Ryzen 7 7800X3D,,,,,,,,
Ryzen 7 7840HS,,,,,,,,
Ryzen 9 7940HS,,,,,,,,
Core i3-N300,,,,,,,,
Core i3-N305,,,,,,,,
Sempron 145,Sargas,1.0,2.8,Socket AM3,45.0,,45.0,
Sempron 150,Sargas,1.0,2.9,Socket AM3,45.0,,45.0,2010-12-07
Atom D410,Pineview,1.0,1667.0,BGA 437,45.0,,10.0,2010-01-04
Atom D425,Pineview,1.0,1834.0,BGA 437,45.0,,10.0,
Atom E620,Tunnel Creek,1.0,600.0,BGA 676,45.0,,3.0,2010-09-14
Atom E620T,Tunnel Creek,1.0,600.0,BGA 676,45.0,,3.0,2010-09-14
Atom E625C,Stellarton,1.0,600.0,BGA 1466,45.0,,3.0,
Atom E625CT,Stellarton,1.0,600.0,BGA 1466,45.0,,3.0,
Atom E640,Tunnel Creek,1.0,1000.0,BGA 676,45.0,,3.0,2010-09-14
Atom E640T,Tunnel Creek,1.0,1000.0,BGA 676,45.0,,3.0,2010-09-14
Atom E645C,Stellarton,1.0,1000.0,BGA 1466,45.0,,4.0,
Atom E645CT,Stellarton,1.0,1000.0,BGA 1466,45.0,,4.0,
Atom E660,Tunnel Creek,1.0,1300.0,BGA 676,45.0,,3.0,2010-09-14
Atom E660T,Tunnel Creek,1.0,1300.0,BGA 676,45.0,,3.0,2010-09-14
Atom E665C,Stellarton,1.0,1300.0,BGA 1466,45.0,,4.0,
Atom E665CT,Stellarton,1.0,1300.0,BGA 1466,45.0,,7.0,
Atom E680,Tunnel Creek,1.0,1600.0,BGA 676,45.0,,4.0,2010-09-14
Atom E680T,Tunnel Creek,1.0,1600.0,BGA 676,45.0,,4.0,2010-09-14
Atom N455,Pineview,1.0,1667.0,BGA 559,45.0,,7.0,
Atom N470,Pineview,1.0,1834.0,BGA 559,45.0,,7.0,
Atom N475,Pineview,1.0,1834.0,BGA 559,45.0,,7.0,
Atom Z560,Silverthorne,1.0,2.133,BGA 441,45.0,,2.0,
Atom Z600,Lincroft,1.0,1200.0,BGA 518,45.0,,1.0,2010-05-04
Atom Z605,Lincroft,1.0,1000.0,BGA 518,45.0,,2.0,2010-05-04
Atom Z610,Lincroft,1.0,800.0,BGA 518,45.0,,1.0,2010-05-04
Atom Z612,Lincroft,1.0,900.0,BGA 518,45.0,,1.0,2010-05-04
Atom Z615,Lincroft,1.0,1600.0,BGA 518,45.0,,2.0,2010-05-04
Atom Z620,Lincroft,1.0,900.0,BGA 518,45.0,,1.0,2010-05-04
Atom Z625,Lincroft,1.0,1900.0,BGA 518,45.0,,2.0,2010-05-04
Celeron P1053,Jasper Forest,1.0,1333.0,Socket 1366,45.0,2MB,30.0,2010-02-12
Athlon II X2 210e,Regor,2.0,2.6,Socket AM3,45.0,,45.0,
Athlon II X2 220,Regor,2.0,2.8,Socket AM3,45.0,,65.0,
Athlon II X2 245e,Regor,2.0,2.9,Socket AM3,45.0,,45.0,2010-05-11
Athlon II X2 250e,Regor,2.0,3.0,Socket AM3,45.0,,45.0,
Athlon II X2 255,Regor,2.0,3.1,Socket AM3,45.0,,65.0,2010-01-25
Athlon II X2 260,Regor,2.0,3.2,Socket AM3,45.0,,65.0,2010-05-11
Athlon II X2 265,Regor,2.0,3.3,Socket AM3,45.0,,65.0,
Athlon II X2 270u,Regor,2.0,2000.0,Socket AM3,45.0,,25.0,
Phenom II X2 555 BE,Callisto,2.0,3.2,Socket AM3,45.0,6MB,80.0,2010-01-25
Phenom II X2 560 BE,Callisto,2.0,3.3,Socket AM3,45.0,6MB,80.0,
Phenom II X2 565 BE,Callisto,2.0,3.4,Socket AM3,45.0,6MB,80.0,2010-12-07
Phenom II X2 570 BE,Callisto,2.0,3.5,Socket AM3,45.0,6MB,80.0,
Phenom II X2 B57,Callisto,2.0,3.2,Socket AM3,45.0,6MB,80.0,2010-05-11
Sempron 180,Regor,2.0,2.4,Socket AM3,45.0,,45.0,
Atom D525,Pineview,2.0,1834.0,BGA 437,45.0,,13.0,
Atom N550,Pineview,2.0,1500.0,BGA 559,45.0,,9.0,
Celeron E3400,Wolfdale,2.0,2.6,Socket 775,45.0,,65.0,2010-01-17
Celeron E3500,Wolfdale,2.0,2.7,Socket 775,45.0,,65.0,2010-08-29
Celeron G1101,Clarkdale,2.0,2.266,Socket 1156,32.0,2MB,73.0,2010-01-07
Core i3-350M,Arrandale,2.0,2.267,Socket G1,32.0,3MB,35.0,2010-01-07
Core i3-370M,Arrandale,2.0,2.4,Socket G1,32.0,3MB,35.0,2010-06-20
Core i3-380M,Arrandale,2.0,2.534,Socket G1,32.0,3MB,35.0,2010-10-26
Core i3-530,Clarkdale,2.0,2.933,Socket 1156,32.0,4MB,73.0,2010-01-07
Core i3-540,Clarkdale,2.0,3.066,Socket 1156,32.0,4MB,73.0,2010-01-07
Core i3-550,Clarkdale,2.0,3.2,Socket 1156,32.0,4MB,73.0,2010-05-30
Core i3-560,Clarkdale,2.0,3.333,Socket 1156,32.0,4MB,73.0,2010-08-29
Core i5-430M,Arrandale,2.0,2.267,Socket G1,32.0,3MB,35.0,2010-01-07
Core i5-450M,Arrandale,2.0,2.4,Socket G1,32.0,3MB,35.0,2010-09-26
Core i5-460M,Arrandale,2.0,2.534,Socket G1,32.0,3MB,35.0,2010-09-26
Core i5-540M,Arrandale,2.0,2.533,Socket G1,32.0,3MB,35.0,2010-01-07
Core i5-560M,Arrandale,2.0,2.667,Socket G1,32.0,3MB,35.0,2010-09-26
Core i5-580M,Arrandale,2.0,2.667,Socket G1,32.0,3MB,35.0,2010-09-26
Core i5-650,Clarkdale,2.0,3.2,Socket 1156,32.0,4MB,73.0,2010-01-07
Core i5-655K,Clarkdale,2.0,3.2,Socket 1156,32.0,4MB,73.0,2010-05-30
Core i5-660,Clarkdale,2.0,3.333,Socket 1156,32.0,4MB,73.0,2010-01-07
Core i5-661,Clarkdale,2.0,3.333,Socket 1156,32.0,4MB,87.0,2010-01-07
Core i5-670,Clarkdale,2.0,3.466,Socket 1156,32.0,4MB,73.0,2010-01-07
Core i5-680,Clarkdale,2.0,3.6,Socket 1156,32.0,4MB,73.0,2010-04-19
Core i7-620M,Arrandale,2.0,2.677,BGA 1288,32.0,4MB,35.0,2010-01-07
Core i7-620M,Arrandale,2.0,2.677,Socket G1,32.0,4MB,35.0,2010-01-07
Core i7-640M,Arrandale,2.0,2.8,Socket G1,32.0,4MB,35.0,
Core i7-640M,Arrandale,2.0,2.8,BGA 1288,32.0,4MB,35.0,
Pentium Dual-Core T4500,Penryn,2.0,2.3,Socket P,45.0,,35.0,
Pentium E5500,Wolfdale,2.0,2.8,Socket 775,45.0,,65.0,2010-04-18
Pentium E5700,Wolfdale,2.0,3.0,Socket 775,45.0,,65.0,2010-08-08
Pentium E5800,Wolfdale,2.0,3.2,Socket 775,45.0,,65.0,2010-11-28
Pentium E6600,Wolfdale,2.0,3.067,Socket 775,45.0,,65.0,2010-01-17
Pentium E6700,Wolfdale,2.0,3.2,Socket 775,45.0,,65.0,2010-05-30
Pentium E6800,Wolfdale,2.0,3.333,Socket 775,45.0,,65.0,2010-08-29
Pentium G6950,Clarkdale,2.0,2.8,Socket 1156,32.0,3MB,73.0,2010-01-07
Pentium G6951,Clarkdale,2.0,2.8,Socket 1156,32.0,3MB,73.0,
Pentium P6000,Arrandale,2.0,1877.0,Socket G1,32.0,3MB,35.0,2010-06-20
Pentium P6100,Arrandale,2.0,2000.0,Socket G1,32.0,3MB,35.0,2010-09-26
Pentium P6200,Arrandale,2.0,2.133,Socket G1,32.0,3MB,35.0,2010-09-26
Pentium U5400,Arrandale,2.0,1200.0,BGA 1288,32.0,3MB,18.0,2010-05-25
Xeon E5503,Gainestown,2.0,2000.0,Socket 1366,45.0,4MB,80.0,2010-03-16
Athlon II X4 610e,Propus,4.0,2.4,Socket AM3,45.0,,45.0,2010-05-11
Athlon II X4 615e,Propus,4.0,2.5,Socket AM3,45.0,,45.0,
Athlon II X4 635,Propus,4.0,2.9,Socket AM3,45.0,,95.0,2010-01-25
Athlon II X4 640,Propus,4.0,3.0,Socket AM3,45.0,,95.0,2010-05-11
Athlon II X4 645,Propus,4.0,3.1,Socket AM3,45.0,,95.0,
Phenom II X4 840T,Zosma,4.0,2.9,Socket AM3,45.0,6MB,95.0,
Phenom II X4 910e,Deneb,4.0,2.6,Socket AM3,45.0,6MB,65.0,2010-01-25
Phenom II X4 960T BE,Zosma,4.0,3.0,Socket AM3,45.0,6MB,95.0,
Phenom II X4 970 BE,Zosma,4.0,3.5,Socket AM3,45.0,6MB,125.0,
Phenom II X4 970 BE,Deneb,4.0,3.5,Socket AM3,45.0,6MB,125.0,
Phenom II X4 B97,Deneb,4.0,3.2,Socket AM3,45.0,6MB,95.0,2010-05-11
Core i5-750s,Lynnfield,4.0,2.4,Socket 1156,45.0,8MB,82.0,2010-01-07
Core i5-760,Lynnfield,4.0,2.8,Socket 1156,45.0,8MB,95.0,2010-07-18
Core i7-860S,Lynnfield,4.0,2.533,Socket 1156,45.0,8MB,82.0,2010-01-07
Core i7-870S,Lynnfield,4.0,2.666,Socket 1156,45.0,8MB,82.0,2010-07-19
Core i7-875K,Lynnfield,4.0,2.933,Socket 1156,45.0,8MB,95.0,2010-05-30
Core i7-880,Lynnfield,4.0,3.066,Socket 1156,45.0,8MB,95.0,2010-05-30
Core i7-930,Bloomfield,4.0,2.8,Socket 1366,45.0,8MB,130.0,2010-02-28
Xeon E5507,Gainestown,4.0,2.266,Socket 1366,45.0,4MB,80.0,2010-03-16
Xeon E5620,Westmere-EP,4.0,2.4,Socket 1366,32.0,12MB,80.0,2010-03-16
Xeon E5630,Westmere-EP,4.0,2.533,Socket 1366,32.0,12MB,80.0,2010-03-16
Xeon E5640,Westmere-EP,4.0,2.666,Socket 1366,32.0,12MB,80.0,2010-03-16
Xeon L5609,Westmere-EP,4.0,1866.0,Socket 1366,32.0,12MB,40.0,2010-03-16
Xeon L5618,Westmere-EP,4.0,1.866,Socket 1366,32.0,12MB,40.0,2010-03-16
Xeon L5630,Westmere-EP,4.0,2.133,Socket 1366,32.0,12MB,40.0,2010-03-16
Xeon W3530,Bloomfield,4.0,2.8,Socket 1366,45.0,8MB,130.0,2010-03-16
Xeon X5667,Westmere-EP,4.0,3.066,Socket 1366,32.0,12MB,95.0,2010-03-16
Xeon X5677,Westmere-EP,4.0,3.466,Socket 1366,32.0,12MB,130.0,2010-03-16
Phenom II X6 1035T,Thuban,6.0,2.6,Socket AM3,45.0,6MB,95.0,2010-04-27
Phenom II X6 1045T,Thuban,6.0,2.7,Socket AM3,45.0,6MB,95.0,
Phenom II X6 1055T (125W),Thuban,6.0,2.8,Socket AM3,45.0,6MB,125.0,2010-04-27
Phenom II X6 1055T (95W),Thuban,6.0,2.8,Socket AM3,45.0,6MB,95.0,
Phenom II X6 1065T,Thuban,6.0,2.9,Socket AM3,45.0,6MB,125.0,2010-12-07
Phenom II X6 1075T,Thuban,6.0,3.0,Socket AM3,45.0,6MB,125.0,
Phenom II X6 1090T BE,Thuban,6.0,3.2,Socket AM3,45.0,6MB,125.0,2010-04-27
Phenom II X6 1100T BE,Thuban,6.0,3.3,Socket AM3,45.0,6MB,125.0,2010-12-07
Core i7-970,Gulftown,6.0,3.2,Socket 1366,32.0,12MB,130.0,2010-07-19
Core i7-980X,Gulftown,6.0,3.333,Socket 1366,32.0,12MB,130.0,2010-03-16
Xeon E5645,Westmere-EP,6.0,2.4,Socket 1366,32.0,12MB,80.0,2010-03-16
Xeon L5638,Westmere-EP,6.0,2.0,Socket 1366,32.0,12MB,60.0,2010-03-16
Xeon L5640,Westmere-EP,6.0,2.266,Socket 1366,32.0,12MB,60.0,2010-03-16
Xeon W3670,Gulftown,6.0,3.2,Socket 1366,32.0,12MB,130.0,2010-08-29
Xeon W3680,Gulftown,6.0,3.333,Socket 1366,32.0,12MB,130.0,2010-03-16
Xeon X5650,Westmere-EP,6.0,2.666,Socket 1366,32.0,12MB,95.0,2010-03-16
Xeon X5660,Westmere-EP,6.0,2.8,Socket 1366,32.0,12MB,95.0,2010-03-16
Xeon X5670,Westmere-EP,6.0,2.933,Socket 1366,32.0,12MB,95.0,2010-03-16
Xeon X5680,Westmere-EP,6.0,3.333,Socket 1366,32.0,12MB,130.0,2010-02-14
No CPUs found. Please change your search criteria.,,,,,,,,
C-30,Ontario,1.0,1200.0,Socket FT1,40.0,,9.0,2011-01-04
E-240,Zacate,1.0,1500.0,Socket FT1,40.0,,18.0,2011-01-04
Sempron 130,Sargas,1.0,2.6,Socket AM3,45.0,,45.0,
Atom Z650,Lincroft,1.0,1200.0,BGA 518,45.0,,3.0,2011-04-11
Atom Z670,Lincroft,1.0,1500.0,BGA 518,45.0,,3.0,2011-04-11
Celeron 725C,Sandy Bridge,1.0,1300.0,BGA 1023,32.0,1.5MB,17.0,
Celeron 787,Sandy Bridge,1.0,1300.0,BGA 1023,32.0,1.5MB,17.0,
Celeron B710,Sandy Bridge,1.0,1600.0,Socket G2 (988B),32.0,1.5MB,35.0,2011-06-19
Celeron G440,Sandy Bridge,1.0,1600.0,Socket 1155,32.0,1MB,35.0,2011-09-04
Celeron G460,Sandy Bridge,1.0,1800.0,Socket 1155,32.0,1.5MB,35.0,2011-12-12
Nano U2225,CNA,1.0,1300.0,VIA nanoBGA2,65.0,,10.0,
Nano U2250,CNA,1.0,1300.0,VIA nanoBGA2,65.0,,10.0,
A4-3300,Llano,2.0,2.5,Socket FM1,32.0,,65.0,2011-09-07
A4-3300M,Llano,2.0,1.9,Socket FS1,32.0,,35.0,2011-06-14
A4-3305M,Llano,2.0,1.9,Socket FS1,32.0,,35.0,2011-06-14
A4-3310MX,Llano,2.0,2.1,Socket FS1,32.0,,35.0,2011-06-14
A4-3320M,Llano,2.0,2.0,Socket FS1,32.0,,35.0,2011-12-20
A4-3330MX,Llano,2.0,2.2,Socket FS1,32.0,,45.0,2011-12-20
A4-3400,Llano,2.0,2.7,Socket FM1,32.0,,65.0,2011-09-07
A4-3420,Llano,2.0,2.8,Socket FM1,32.0,,65.0,2011-12-20
Athlon II X2 270,Regor,2.0,3.4,Socket AM3,45.0,,65.0,
C-50,Ontario,2.0,1000.0,Socket FT1,40.0,,9.0,2011-01-04
C-60,Ontario,2.0,1000.0,Socket FT1,40.0,,9.0,
E-300,Zacate,2.0,1300.0,Socket FT1,40.0,,18.0,
E-350,Zacate,2.0,1600.0,Socket FT1,40.0,,18.0,2011-01-04
E-450,Zacate,2.0,1650.0,Socket FT1,40.0,,18.0,
E2-3000M,Llano,2.0,1.8,Socket FS1,32.0,,35.0,2011-12-20
E2-3200,Llano,2.0,2.4,Socket FM1,32.0,,65.0,2011-09-07
Z-01,Desna,2.0,1000.0,Socket FT1,40.0,,6.0,
Atom D2500,Cedarview,2.0,1867.0,BGA 437,32.0,,10.0,
Atom D2550,Cedarview,2.0,1867.0,BGA 437,32.0,,10.0,
Atom D2700,Cedarview,2.0,2.133,BGA 437,32.0,,10.0,
Atom N2600,Cedarview,2.0,1600.0,BGA 559,32.0,,4.0,
Atom N2800,Cedarview,2.0,1867.0,BGA 559,32.0,,7.0,
Atom N570,Pineview,2.0,1667.0,BGA 559,45.0,,9.0,
Celeron 847,Sandy Bridge,2.0,1100.0,BGA 1023,32.0,2MB,17.0,2011-06-19
Celeron 857,Sandy Bridge,2.0,1200.0,BGA 1023,32.0,2MB,17.0,
Celeron B800,Sandy Bridge,2.0,1500.0,Socket G2 (988B),32.0,2MB,35.0,2011-06-19
