Name,Codename,Cores,Clock,Socket,Process,L3_Cache,TDP,Release
Sempron 2500+,Thoroughbred,1.0,1750.0,Socket A,130.0,,62.0,2004-07-28
Sempron 2600+,Thoroughbred,1.0,1833.0,Socket A,130.0,,62.0,2004-07-28
Sempron 2600+,Sonora,1.0,1600.0,Socket 754,90.0,,25.0,2004-07-28
Sempron 2600+,Georgetown,1.0,1600.0,Socket 754,90.0,,62.0,2004-07-28
Sempron 2600+,Palermo,1.0,1600.0,Socket 754,90.0,,62.0,
Sempron 2800+,Georgetown,1.0,1600.0,Socket 754,90.0,,62.0,2004-07-28
Sempron 2800+,Thorton,1.0,1992.0,Socket A,130.0,,62.0,
Sempron 2800+,Thoroughbred,1.0,1992.0,Socket A,130.0,,62.0,2004-07-28
Sempron 2800+,Palermo,1.0,1600.0,Socket 754,90.0,,62.0,
Sempron 2800+,Sonora,1.0,1600.0,Socket 754,90.0,,25.0,2004-07-28
Sempron 3000+,Georgetown,1.0,1800.0,Socket 754,90.0,,62.0,2004-07-28
Sempron 3000+,Sonora,1.0,1800.0,Socket 754,90.0,,25.0,
Sempron 3000+,Barton,1.0,2000.0,Socket A,130.0,,62.0,2004-09-17
Sempron 3100+,Paris,1.0,1800.0,Socket 754,130.0,,62.0,2004-07-28
Celeron D 325,Prescott,1.0,2.533,Socket 775,90.0,,73.0,2004-06-24
Celeron D 326,Prescott,1.0,2.53,Socket 775,90.0,,73.0,
Celeron D 330,Prescott,1.0,2.667,Socket 775,90.0,,84.0,2004-06-24
Celeron D 335,Prescott,1.0,2.8,Socket 478,90.0,,84.0,2004-06-24
Celeron D 335,Prescott,1.0,2.8,Socket 478,90.0,,84.0,2004-06-24
Celeron D 340,Prescott,1.0,2.93,Socket 775,90.0,,84.0,
Celeron D 341,Prescott,1.0,2.93,Socket 775,90.0,,84.0,
Celeron D 346,Prescott,1.0,3.06,Socket 775,90.0,,73.0,
Mobile Pentium 4 HT 518,Prescott,1.0,2.8,Socket 478,90.0,,88.0,
Mobile Pentium 4 HT 532,Prescott,1.0,3.067,Socket 478,90.0,,88.0,
Mobile Pentium 4 HT 538,Prescott,1.0,3.2,Socket 478,90.0,,88.0,
Mobile Pentium 4 HT 548,Prescott,1.0,3.334,Socket 478,90.0,,88.0,2004-09-28
Pentium 4 505,Prescott,1.0,2.66,Socket 775,90.0,,84.0,
Pentium 4 505J,Prescott,1.0,2.66,Socket 775,90.0,,84.0,
Pentium 4 519,Prescott,1.0,3.06,Socket 775,90.0,,84.0,
Pentium 4 HT 3.6E,Prescott,1.0,3.6,Socket 478,90.0,,115.0,2004-08-04
Pentium 4 HT 515,Prescott,1.0,2.933,Socket 775,90.0,,84.0,
Pentium 4 HT 515,Prescott,1.0,2.933,Socket 775,90.0,,84.0,
Pentium 4 HT 516,Prescott,1.0,2.933,Socket 775,90.0,,84.0,
Pentium 4 HT 516,Prescott,1.0,2.933,Socket 775,90.0,,84.0,
Pentium 4 HT 517,Prescott,1.0,2.933,Socket 775,90.0,,84.0,
Pentium 4 HT 517,Prescott,1.0,2.933,Socket 775,90.0,,84.0,
Pentium 4 HT 520,Prescott,1.0,2.8,Socket 775,90.0,,84.0,
Pentium 4 HT 520,Prescott,1.0,2.8,Socket 775,90.0,,84.0,
Pentium 4 HT 520,Prescott,1.0,2.8,Socket 775,90.0,,84.0,
Pentium 4 HT 520,Prescott,1.0,2.933,Socket 775,90.0,,84.0,
Pentium 4 HT 530,Prescott,1.0,3.0,Socket 775,90.0,,84.0,
Pentium 4 HT 540,Prescott,1.0,3.2,Socket 775,90.0,,84.0,
Pentium 4 HT 550,Prescott,1.0,3.4,Socket 775,90.0,,115.0,
Pentium 4 HT 560,Prescott,1.0,3.6,Socket 775,90.0,,115.0,
Pentium 4 HT 570,Prescott,1.0,3.8,Socket 775,90.0,,115.0,
Pentium 4 HT EE 3.40,Gallatin,1.0,3.4,Socket 478,130.0,2MB,110.0,
Pentium 4 HT EE 3.46,Gallatin,1.0,3.46,Socket 775,130.0,2MB,110.0,
Pentium M 715,Dothan,1.0,1500.0,Socket 479,90.0,,21.0,
Pentium M 725,Dothan,1.0,1600.0,Socket 479,90.0,,21.0,
Pentium M 765,Dothan,1.0,2.1,Socket 479,90.0,,21.0,2004-10-20
Xeon 2.8,Nocona,1.0,2.8,Socket 604,90.0,,135.0,2004-06-28
Xeon 3.0,Nocona,1.0,3.0,Socket 604,90.0,,135.0,2004-06-28
Xeon 3.2,Nocona,1.0,3.2,Socket 604,90.0,,135.0,2004-06-28
Xeon 3.4,Nocona,1.0,3.4,Socket 604,90.0,,135.0,2004-06-28
Xeon 3.6,Nocona,1.0,3.6,Socket 604,90.0,,135.0,2004-06-28
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 64 1500+,Venice,1.0,1000.0,Socket 754,90.0,,9.0,2005-11-07
Athlon 64 3000+,Newark,1.0,1800.0,Socket 754,130.0,,62.0,2005-04-14
Athlon 64 3000+,Venice,1.0,1800.0,Socket 939,90.0,,67.0,2005-04-04
Athlon 64 3200+,Newark,1.0,2000.0,Socket 754,130.0,,62.0,2005-04-14
Athlon 64 3200+,Manchester,1.0,2000.0,Socket 939,90.0,,67.0,
Athlon 64 3200+,Venice,1.0,2000.0,Socket 939,90.0,,67.0,2005-04-04
Athlon 64 3200+,Newark,1.0,2000.0,Socket 754,130.0,,83.0,2005-04-14
Athlon 64 3400+,Newark,1.0,2.2,Socket 754,130.0,,83.0,2005-04-14
Athlon 64 3500+,Manchester,1.0,2.2,Socket 939,90.0,,67.0,
Athlon 64 3500+,Venice,1.0,2.2,Socket 939,90.0,,67.0,2005-04-04
Athlon 64 3700+,Newark,1.0,2.4,Socket 754,130.0,,83.0,2005-04-14
Athlon 64 3700+,Toledo,1.0,2.2,Socket 939,90.0,,89.0,2005-05-11
Athlon 64 3800+,Venice,1.0,2.4,Socket 939,90.0,,89.0,2005-04-04
Athlon 64 4000+,Newark,1.0,2.6,Socket 754,130.0,,62.0,2005-08-16
Athlon 64 FX-57,San Diego,1.0,2.8,Socket 939,90.0,,104.0,2005-06-27
Mobile Athlon 64 2700+,Odessa,1.0,1600.0,Socket 754,130.0,,35.0,
Mobile Athlon 64 2700+,Clawhammer,1.0,1600.0,Socket 754,130.0,,35.0,
Mobile Athlon 64 3400+,Clawhammer,1.0,2.2,Socket 754,130.0,,62.0,
Mobile Athlon 64 3400+,Clawhammer,1.0,2.2,Socket 754,130.0,,82.0,
Mobile Athlon 64 3700+,Clawhammer,1.0,2.4,Socket 754,130.0,,82.0,
Opteron 144,Venus,1.0,1800.0,Socket 939,90.0,,67.0,
Opteron 144,Venus,1.0,1800.0,Socket 939,90.0,,67.0,
Opteron 146,Venus,1.0,2000.0,Socket 939,90.0,,67.0,
Opteron 146,Venus,1.0,2000.0,Socket 939,90.0,,67.0,
Opteron 146,Venus,1.0,2000.0,Socket 939,90.0,,67.0,
Opteron 148,Venus,1.0,2.2,Socket 939,90.0,,85.0,
Opteron 148,Venus,1.0,2.2,Socket 939,90.0,,85.0,
Opteron 150,Venus,1.0,2.4,Socket 939,90.0,,85.0,
Opteron 150,Venus,1.0,2.4,Socket 939,90.0,,85.0,
Opteron 152,Venus,1.0,2.6,Socket 939,90.0,,104.0,
Opteron 152,Venus,1.0,2.6,Socket 939,90.0,,104.0,
Opteron 154,Venus,1.0,2.8,Socket 939,90.0,,104.0,
Opteron 156,Venus,1.0,3.0,Socket 939,90.0,,104.0,
Opteron 246 HE,Troy,1.0,2000.0,Socket 940,90.0,,55.0,
Opteron 248 HE,Troy,1.0,2.2,Socket 940,90.0,,55.0,
Opteron 250 HE,Troy,1.0,2.4,Socket 940,90.0,,55.0,
Opteron 254,Troy,1.0,2.8,Socket 940,90.0,,92.0,
Opteron 846 HE,Athens,1.0,2000.0,Socket 940,90.0,,55.0,
Opteron 848 HE,Athens,1.0,2.2,Socket 940,90.0,,55.0,
Opteron 850 HE,Athens,1.0,2.4,Socket 940,90.0,,55.0,
Opteron 854,Athens,1.0,2.8,Socket 940,90.0,,92.0,
Sempron 2500+,Palermo,1.0,1400.0,Socket 754,90.0,,62.0,2005-07-07
Sempron 2800+,Roma,1.0,1600.0,Socket 754,90.0,,25.0,2005-07-15
Sempron 3000+,Palermo,1.0,1800.0,Socket 754,90.0,,62.0,
Sempron 3000+,Roma,1.0,1800.0,Socket 754,90.0,,25.0,2005-07-15
Sempron 3000+,Albany,1.0,1800.0,Socket 754,90.0,,62.0,2005-07-15
Sempron 3000+,Palermo,1.0,1800.0,Socket 939,90.0,,62.0,
Sempron 3100+,Roma,1.0,1800.0,Socket 754,90.0,,25.0,2005-07-15
Sempron 3100+,Albany,1.0,1800.0,Socket 754,90.0,,62.0,2005-07-15
Sempron 3100+,Georgetown,1.0,1800.0,Socket 754,90.0,,62.0,
Sempron 3100+,Palermo,1.0,1800.0,Socket 754,90.0,,62.0,
Sempron 3200+,Palermo,1.0,1800.0,Socket 939,90.0,,62.0,
Sempron 3300+,Palermo,1.0,2000.0,Socket 754,90.0,,62.0,
Sempron 3300+,Roma,1.0,2000.0,Socket 754,90.0,,25.0,2005-07-15
Sempron 3300+,Albany,1.0,2000.0,Socket 754,90.0,,62.0,2005-07-15
Sempron 3300+,Georgetown,1.0,2000.0,Socket 754,90.0,,62.0,2005-08-19
Sempron 3400+,Palermo,1.0,2000.0,Socket 754,90.0,,62.0,
Sempron 3400+,Palermo,1.0,2000.0,Socket 939,90.0,,62.0,
Sempron 3500+,Palermo,1.0,2000.0,Socket 939,90.0,,62.0,
Turion 64 ML-28,Lancaster,1.0,1600.0,Socket 754,90.0,,32.0,
Turion 64 ML-30,Lancaster,1.0,1600.0,Socket 754,90.0,,35.0,2005-03-10
Turion 64 ML-32,Lancaster,1.0,1800.0,Socket 754,90.0,,35.0,2005-03-10
Turion 64 ML-34,Lancaster,1.0,1800.0,Socket 754,90.0,,35.0,2005-03-10
Turion 64 ML-37,Lancaster,1.0,2000.0,Socket 754,90.0,,35.0,2005-03-10
Turion 64 ML-40,Lancaster,1.0,2.2,Socket 754,90.0,,35.0,
Turion 64 ML-42,Lancaster,1.0,2.4,Socket 754,90.0,,35.0,2005-10-04
Turion 64 MT-28,Lancaster,1.0,1600.0,Socket 754,90.0,,22.0,
Turion 64 MT-30,Lancaster,1.0,1600.0,Socket 754,90.0,,22.0,2005-03-10
Turion 64 MT-32,Lancaster,1.0,1800.0,Socket 754,90.0,,25.0,2005-03-10
Turion 64 MT-34,Lancaster,1.0,1800.0,Socket 754,90.0,,25.0,2005-03-10
Turion 64 MT-37,Lancaster,1.0,2000.0,Socket 754,90.0,,25.0,2005-08-08
Turion 64 MT-40,Lancaster,1.0,2.2,Socket 754,90.0,,25.0,2005-08-08
Celeron D 350,Prescott,1.0,3.2,Socket 478,90.0,,84.0,2005-06-28
Pentium 4 506,Prescott,1.0,2.66,Socket 775,90.0,,84.0,
Pentium 4 506,Prescott,1.0,2.66,Socket 775,90.0,,84.0,
Pentium 4 506,Prescott,1.0,2.66,Socket 775,90.0,,84.0,
Pentium 4 HT 521,Prescott,1.0,2.8,Socket 775,90.0,,84.0,2005-06-12
Pentium 4 HT 531,Prescott,1.0,3.0,Socket 775,90.0,,84.0,2005-06-12
Pentium 4 HT 541,Prescott,1.0,3.2,Socket 775,90.0,,84.0,2005-06-12
Pentium 4 HT 551,Prescott,1.0,3.4,Socket 775,90.0,,115.0,2005-06-12
Pentium 4 HT 561,Prescott,1.0,3.6,Socket 775,90.0,,115.0,2005-06-12
Pentium 4 HT 571,Prescott,1.0,3.8,Socket 775,90.0,,115.0,2005-06-12
Pentium 4 HT 630,Prescott,1.0,3.0,Socket 775,90.0,,84.0,2005-02-20
Pentium 4 HT 640,Prescott,1.0,3.2,Socket 775,90.0,,84.0,2005-02-20
Pentium 4 HT 662,Prescott,1.0,3.6,Socket 775,90.0,,84.0,2005-11-14
Pentium 4 HT 670,Prescott,1.0,3.8,Socket 775,90.0,,84.0,2005-05-26
Pentium 4 HT 672,Prescott,1.0,3.8,Socket 775,90.0,,84.0,2005-11-14
Pentium 4 HT EE 3.73,Prescott,1.0,3.733,Socket 775,90.0,,115.0,
Pentium M 780,Dothan,1.0,2.26,Socket 479,90.0,,27.0,2005-07-25
Xeon MP 2.83,Potomac,1.0,2.833,Socket 604,90.0,4MB,129.0,2005-03-29
Xeon MP 2.83,Potomac,1.0,2.833,Socket 604,90.0,8MB,135.0,2005-03-29
Xeon MP 3.00,Potomac,1.0,3.0,Socket 604,90.0,4MB,135.0,2005-03-29
Xeon MP 3.00,Potomac,1.0,3.0,Socket 604,90.0,8MB,135.0,2005-03-29
Xeon MP 3.16,Cranford,1.0,3.167,Socket 604,90.0,,135.0,2005-03-29
Xeon MP 3.16,Potomac,1.0,3.167,Socket 604,90.0,4MB,135.0,2005-03-29
Xeon MP 3.16,Potomac,1.0,3.167,Socket 604,90.0,8MB,135.0,2005-03-29
Xeon MP 3.33,Potomac,1.0,3.333,Socket 604,90.0,4MB,135.0,2005-03-29
Xeon MP 3.33,Potomac,1.0,3.333,Socket 604,90.0,8MB,135.0,2005-03-29
Xeon MP 3.33,Cranford,1.0,3.334,Socket 604,90.0,,135.0,2005-03-29
Xeon MP 3.50,Cranford,1.0,3.5,Socket 604,90.0,,135.0,2005-03-29
Xeon MP 3.66,Cranford,1.0,3.667,Socket 604,90.0,,135.0,2005-03-29
Athlon 64 X2 3800+,Manchester,2.0,2000.0,Socket 939,90.0,,89.0,
Athlon 64 X2 3800+,Toledo,2.0,2000.0,Socket 939,90.0,,89.0,
Opteron X2 165,Denmark,2.0,1800.0,Socket 939,90.0,,110.0,
Opteron X2 170,Denmark,2.0,2000.0,Socket 939,90.0,,110.0,
Opteron X2 175,Denmark,2.0,2.2,Socket 939,90.0,,110.0,
Opteron X2 180,Denmark,2.0,2.4,Socket 939,90.0,,110.0,2005-09-26
Opteron X2 260 HE,Italy,2.0,1600.0,Socket 940,90.0,,55.0,
Opteron X2 265,Italy,2.0,1800.0,Socket 940,90.0,,95.0,
Opteron X2 265 HE,Italy,2.0,1800.0,Socket 940,90.0,,55.0,
Opteron X2 270,Italy,2.0,2000.0,Socket 940,90.0,,95.0,
Opteron X2 270 HE,Italy,2.0,2000.0,Socket 940,90.0,,55.0,
Opteron X2 275,Italy,2.0,2.2,Socket 940,90.0,,95.0,
Opteron X2 280,Italy,2.0,2.4,Socket 940,90.0,,95.0,2005-09-26
Opteron X2 860 HE,Egypt,2.0,1600.0,Socket 940,90.0,,55.0,
Opteron X2 865,Egypt,2.0,1800.0,Socket 940,90.0,,95.0,2005-09-26
Opteron X2 865 HE,Egypt,2.0,1800.0,Socket 940,90.0,,55.0,
Opteron X2 870,Egypt,2.0,2000.0,Socket 940,90.0,,95.0,2005-09-26
Opteron X2 870 HE,Egypt,2.0,2000.0,Socket 940,90.0,,55.0,
Opteron X2 875,Egypt,2.0,2.2,Socket 940,90.0,,95.0,2005-09-26
Opteron X2 880,Egypt,2.0,2.4,Socket 940,90.0,,95.0,2005-09-26
Core Duo T2050,Yonah,2.0,1600.0,Socket 479,65.0,,31.0,
Pentium D 820,Smithfield,2.0,2.8,Socket 775,90.0,,130.0,2005-05-26
Pentium D 820,Smithfield,2.0,2.8,Socket 775,90.0,,130.0,2005-05-26
Pentium D 830,Smithfield,2.0,3.0,Socket 775,90.0,,130.0,2005-05-26
Pentium D 840,Smithfield,2.0,3.2,Socket 775,90.0,,130.0,2005-05-26
Pentium D 840 EE,Smithfield,2.0,3.2,Socket 775,90.0,,130.0,
Xeon 2.8,Paxville,2.0,2.8,Socket 604,90.0,,135.0,2005-10-10
Xeon MP 7020 Dual-Core,Paxville,2.0,2.667,Socket 604,90.0,,135.0,
Xeon MP 7030 Dual-Core,Paxville,2.0,2.833,Socket 604,90.0,,135.0,
Xeon MP 7030 Dual-Core,Paxville,2.0,2.8,Socket 604,90.0,,135.0,
Xeon MP 7040 Dual-Core,Paxville,2.0,3.0,Socket 604,90.0,,135.0,
Xeon MP 7041 Dual-Core,Paxville,2.0,3.0,Socket 604,90.0,,135.0,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
No CPUs found. Please change your search criteria.,,,,,,,,
Athlon 64 3000+,Orleans,1.0,1800.0,Socket AM2,90.0,,62.0,
Athlon 64 3200+,Orleans,1.0,2000.0,Socket AM2,90.0,,62.0,
Athlon 64 3500+,Orleans,1.0,2.2,Socket AM2,90.0,,62.0,
Athlon 64 3800+,Orleans,1.0,2.4,Socket AM2,90.0,,62.0,
Opteron 856,Athens,1.0,3.0,Socket 940,90.0,,92.0,
Sempron 2800+,Manila,1.0,1600.0,Socket AM2,90.0,,62.0,
Sempron 3000+,Manila,1.0,1600.0,Socket AM2,90.0,,62.0,
Sempron 3000+ EE SFF,Manila,1.0,1600.0,Socket AM2,90.0,,35.0,
Sempron 3200+,Manila,1.0,1800.0,Socket AM2,90.0,,62.0,
Sempron 3200+ EE SFF,Manila,1.0,1800.0,Socket AM2,90.0,,35.0,
Sempron 3400+,Albany,1.0,2000.0,Socket 754,90.0,,62.0,
Sempron 3400+,Manila,1.0,1800.0,Socket AM2,90.0,,62.0,
Sempron 3400+,Roma,1.0,2000.0,Socket 754,90.0,,25.0,2006-05-17
Sempron 3400+ EE SFF,Manila,1.0,1800.0,Socket AM2,90.0,,35.0,
Sempron 3500+,Manila,1.0,2000.0,Socket AM2,90.0,,62.0,
Sempron 3500+ EE SFF,Manila,1.0,2000.0,Socket AM2,90.0,,35.0,
Sempron 3600+,Albany,1.0,2.2,Socket 754,90.0,,62.0,2006-05-17
Sempron 3600+,Manila,1.0,2000.0,Socket AM2,90.0,,62.0,
Sempron 3800+,Manila,1.0,2.2,Socket AM2,90.0,,62.0,
Turion 64 ML-44,Lancaster,1.0,2.4,Socket 754,90.0,,35.0,2006-01-04
Celeron D 352,Cedar Mill,1.0,3.2,Socket 775,65.0,,84.0,2006-05-28
Core Solo T1200,Yonah,1.0,1500.0,Socket 479,65.0,,27.0,2006-01-05
Core Solo T1300,Yonah,1.0,1660.0,Socket 479,65.0,,27.0,2006-01-05
Core Solo T1350,Yonah,1.0,1866.0,Socket 479,65.0,,27.0,2006-01-05
Core Solo T1400,Yonah,1.0,1833.0,Socket 479,65.0,,27.0,2006-01-05
Core Solo ULV U1300,Yonah,1.0,1066.0,Socket 479,65.0,,5.0,2006-04-19
Core Solo ULV U1400,Yonah,1.0,1200.0,Socket 479,65.0,,5.0,2006-04-19
Core Solo ULV U1500,Yonah,1.0,1333.0,Socket 479,65.0,,5.0,2006-04-19
Pentium 4 HT 524,Prescott,1.0,3.06,Socket 775,90.0,,84.0,
Pentium 4 HT 631,Cedar Mill,1.0,3.0,Socket 775,65.0,,86.0,2006-01-05
Pentium 4 HT 641,Cedar Mill,1.0,3.2,Socket 775,65.0,,86.0,2006-01-05
Pentium 4 HT 651,Cedar Mill,1.0,3.4,Socket 775,65.0,,86.0,2006-01-05
Pentium 4 HT 661,Cedar Mill,1.0,3.6,Socket 775,65.0,,86.0,2006-01-05
Athlon 64 FX-60,Toledo,2.0,2.6,Socket 939,90.0,,110.0,2006-01-09
Athlon 64 FX-62,Windsor,2.0,2.8,Socket AM2,90.0,,125.0,
Athlon 64 FX-70,Windsor,2.0,2.6,Socket F,90.0,,125.0,2006-11-30
Athlon 64 FX-72,Windsor,2.0,2.8,Socket F,90.0,,125.0,2006-11-30
Athlon 64 FX-74,Windsor,2.0,3.0,Socket F,90.0,,125.0,2006-11-30
Athlon 64 FX-76,Windsor,2.0,3.2,Socket F,90.0,,125.0,
Athlon 64 X2 3600+,Brisbane,2.0,1900.0,Socket AM2,65.0,,65.0,2006-12-05
Athlon 64 X2 3600+ EE,Windsor,2.0,2000.0,Socket AM2,90.0,,65.0,
Athlon 64 X2 3800+,Windsor,2.0,2000.0,Socket AM2,90.0,,89.0,
Athlon 64 X2 3800+ EE,Windsor,2.0,2000.0,Socket AM2,90.0,,65.0,
Athlon 64 X2 3800+ EE SFF,Windsor,2.0,2000.0,Socket AM2,90.0,,35.0,
Athlon 64 X2 4000+,Brisbane,2.0,2.1,Socket AM2,65.0,,65.0,2006-12-05
Athlon 64 X2 4000+,Windsor,2.0,2000.0,Socket AM2,90.0,,89.0,
Athlon 64 X2 4000+ EE,Windsor,2.0,2000.0,Socket AM2,90.0,,65.0,
Athlon 64 X2 4200+,Brisbane,2.0,2.2,Socket AM2,65.0,,65.0,
Athlon 64 X2 4200+,Toledo,2.0,2.2,Socket 939,90.0,,89.0,
Athlon 64 X2 4200+,Windsor,2.0,2.2,Socket AM2,90.0,,89.0,
Athlon 64 X2 4200+,Manchester,2.0,2.2,Socket 939,90.0,,89.0,
Athlon 64 X2 4200+ EE,Windsor,2.0,2.2,Socket AM2,90.0,,65.0,
Athlon 64 X2 4400+,Brisbane,2.0,2.3,Socket AM2,65.0,,65.0,2006-12-05
Athlon 64 X2 4400+,Toledo,2.0,2.2,Socket 939,90.0,,110.0,
Athlon 64 X2 4400+,Windsor,2.0,2.2,Socket AM2,90.0,,89.0,
Athlon 64 X2 4400+ EE,Windsor,2.0,2.2,Socket AM2,90.0,,65.0,
Athlon 64 X2 4600+,Windsor,2.0,2.4,Socket AM2,90.0,,89.0,
Athlon 64 X2 4600+,Manchester,2.0,2.4,Socket 939,90.0,,110.0,
Athlon 64 X2 4600+,Toledo,2.0,2.4,Socket 939,90.0,,89.0,
Athlon 64 X2 4600+ EE,Windsor,2.0,2.4,Socket AM2,90.0,,65.0,
Athlon 64 X2 4800+,Windsor,2.0,2.4,Socket AM2,90.0,,89.0,
Athlon 64 X2 4800+,Brisbane,2.0,2.5,Socket AM2,65.0,,65.0,2006-12-05
Athlon 64 X2 4800+,Toledo,2.0,2.4,Socket 939,90.0,,110.0,
Athlon 64 X2 4800+ EE,Windsor,2.0,2.4,Socket AM2,90.0,,65.0,
Athlon 64 X2 5000+,Windsor,2.0,2.6,Socket AM2,90.0,,89.0,
Athlon 64 X2 5000+,Brisbane,2.0,2.6,Socket AM2,65.0,,65.0,2006-12-05
Athlon 64 X2 5000+ EE,Windsor,2.0,2.6,Socket AM2,90.0,,65.0,2006-09-06
Athlon 64 X2 5200+,Windsor,2.0,2.6,Socket AM2,90.0,,89.0,2006-09-06
Athlon 64 X2 5200+ EE,Windsor,2.0,2.6,Socket AM2,90.0,,65.0,2006-09-06
Athlon 64 X2 5400+,Windsor,2.0,2.8,Socket AM2,90.0,,89.0,2006-12-12
Athlon 64 X2 5600+,Windsor,2.0,2.8,Socket AM2,90.0,,89.0,2006-12-12
Opteron X2 185,Denmark,2.0,2.6,Socket 939,90.0,,110.0,2006-03-06
Opteron X2 275 HE,Italy,2.0,2.2,Socket 940,90.0,,55.0,
Opteron X2 285,Italy,2.0,2.6,Socket 940,90.0,,95.0,2006-03-06
Opteron X2 875 HE,Egypt,2.0,2.2,Socket 940,90.0,,55.0,
Opteron X2 885,Egypt,2.0,2.6,Socket 940,90.0,,95.0,2006-03-06
Opteron X2 890,Egypt,2.0,2.8,Socket 940,90.0,,95.0,2006-03-06
Turion X2 RM-70,Griffin,2.0,2000.0,Socket S1,65.0,,31.0,
Core 2 Duo E4300,Allendale,2.0,1800.0,Socket 775,65.0,,65.0,2006-07-27
Core 2 Duo E6300,Conroe,2.0,1866.0,Socket 775,65.0,,65.0,2006-07-27
Core 2 Duo E6400,Conroe,2.0,2.133,Socket 775,65.0,,65.0,2006-07-27
Core 2 Duo E6600,Conroe,2.0,2.4,Socket 775,65.0,,65.0,2006-07-27
Core 2 Duo E6700,Conroe,2.0,2.667,Socket 775,65.0,,65.0,2006-07-27
Core 2 Duo T5200,Merom,2.0,1600.0,Socket 479,65.0,,35.0,2006-07-27
Core 2 Duo T5500,Merom,2.0,1667.0,Socket M,65.0,,35.0,2006-07-27
Core 2 Duo T5600,Merom,2.0,1833.0,Socket 479,65.0,,35.0,2006-07-27
Core 2 Duo T7200,Merom,2.0,2000.0,Socket 479,65.0,,35.0,2006-07-27
Core 2 Duo T7300,Merom,2.0,2000.0,Socket 479,65.0,,35.0,2006-07-27
Core 2 Duo T7400,Merom,2.0,2.166,Socket 479,65.0,,35.0,2006-07-27
Core 2 Duo T7600,Merom,2.0,2.333,Socket 479,65.0,,35.0,2006-07-27
Core 2 Duo T7600G,Merom,2.0,2.333,Socket M,65.0,,35.0,2006-12-27
Core 2 Extreme X6800,Conroe XE,2.0,2.933,Socket 775,65.0,,75.0,2006-07-27
Core Duo LV L2500,Yonah,2.0,1833.0,Socket 479,65.0,,15.0,
Core Duo T2250,Yonah,2.0,1733.0,Socket 479,65.0,,31.0,
Core Duo T2300,Yonah,2.0,1660.0,Socket 479,65.0,,31.0,2006-01-05
Core Duo T2400,Yonah,2.0,1826.0,Socket 479,65.0,,31.0,2006-01-05
Core Duo T2500,Yonah,2.0,1992.0,Socket 479,65.0,,31.0,2006-01-05
Core Duo T2600,Yonah,2.0,2.166,Socket 479,65.0,,31.0,2006-01-05
Core Duo T2700,Yonah,2.0,2.333,Socket 479,65.0,,31.0,2006-06-28
Core Duo ULV L2400,Yonah,2.0,1066.0,Socket 479,65.0,,9.0,
Core Duo ULV L2500,Yonah,2.0,1200.0,Socket 479,65.0,,9.0,2006-06-28
Pentium D 915,Presler,2.0,2.8,Socket 775,65.0,,95.0,
Pentium D 920,Presler,2.0,2.8,Socket 775,65.0,,130.0,2006-01-16
Pentium D 925,Presler,2.0,3.0,Socket 775,65.0,,95.0,
Pentium D 930,Presler,2.0,3.0,Socket 775,65.0,,130.0,2006-01-16
Pentium D 940,Presler,2.0,3.2,Socket 775,65.0,,130.0,2006-01-16
Pentium D 945,Presler,2.0,3.4,Socket 775,65.0,,95.0,
Pentium D 950,Presler,2.0,3.4,Socket 775,65.0,,130.0,2006-01-16
Pentium D 955 EE,Presler,2.0,3.46,Socket 775,65.0,,130.0,2006-01-16
Pentium D 960,Presler,2.0,3.6,Socket 775,65.0,,130.0,
Pentium D 965 EE,Presler,2.0,3.73,Socket 775,65.0,,130.0,2006-03-26
Xeon 5020,Dempsey,2.0,2.5,Socket 771,65.0,,95.0,
Xeon 5030,Dempsey,2.0,2.667,Socket 771,65.0,,95.0,
Xeon 5040,Dempsey,2.0,2.83,Socket 771,65.0,,95.0,
Xeon 5050,Dempsey,2.0,3.0,Socket 771,65.0,,95.0,
Xeon 5060,Dempsey,2.0,3.2,Socket 771,65.0,,130.0,
Xeon 5063,Dempsey,2.0,3.2,Socket 771,65.0,,95.0,
Xeon 5080,Dempsey,2.0,3.73,Socket 771,65.0,,130.0,
Xeon 5110,Woodcrest,2.0,1600.0,Socket 771,65.0,,65.0,2006-06-26
Xeon 5120,Woodcrest,2.0,1866.0,Socket 771,65.0,,65.0,2006-06-26
Xeon 5130,Woodcrest,2.0,2000.0,Socket 771,65.0,,65.0,2006-06-26
Xeon 5140,Woodcrest,2.0,2.333,Socket 771,65.0,,65.0,2006-06-26
Xeon 5148,Woodcrest,2.0,2.333,Socket 771,65.0,,40.0,2006-06-26
Xeon 5150,Woodcrest,2.0,2.666,Socket 771,65.0,,65.0,2006-06-26
Xeon 5160,Woodcrest,2.0,3.0,Socket 771,65.0,,80.0,2006-06-26
Xeon 7110M,Tulsa,2.0,2.6,Socket 604,65.0,4MB,95.0,2006-08-27
Xeon 7110N,Tulsa,2.0,2.5,Socket 604,65.0,4MB,95.0,2006-08-27
Xeon 7120M,Tulsa,2.0,3.0,Socket 604,65.0,4MB,95.0,2006-08-27
